55,324,BI,21:10,23:00,--W----,2015-03-27 23:42:34.199868,2015-03-27 23:42:34.199868
56,325,BJ,21:10,23:00,--W----,2015-03-27 23:42:34.202237,2015-03-27 23:42:34.202237
57,326,EI,14:20,15:50,----F--,2015-03-27 23:42:34.204420,2015-03-27 23:42:34.204420
58,327,EJ,16:00,17:30,----F--,2015-03-27 23:42:34.206429,2015-03-27 23:42:34.206429
59,328,PI,21:30,23:00,---J---,2015-03-27 23:42:34.208707,2015-03-27 23:42:34.208707
60,329,PJ,21:30,23:00,---J---,2015-03-27 23:42:34.211112,2015-03-27 23:42:34.211112
61,332,FI,0:00,0:00,-------,2015-03-27 23:42:34.213396,2015-03-27 23:42:34.213396
62,333,FJ,0:00,0:00,-------,2015-03-27 23:42:34.215363,2015-03-27 23:42:34.215363
63,335,HI,10:00,12:00,-T-----,2015-03-27 23:42:34.217323,2015-03-27 23:42:34.217323
64,335,HJ,10:00,12:00,--W----,2015-03-27 23:42:34.219351,2015-03-27 23:42:34.219351
65,336,HK,18:00,20:00,--W----,2015-03-27 23:42:34.221635,2015-03-27 23:42:34.221635
66,336,HL,16:15,18:15,M------,2015-03-27 23:42:34.223991,2015-03-27 23:42:34.223991
67,337,HM,10:00,12:00,---J---,2015-03-27 23:42:34.226243,2015-03-27 23:42:34.226243
68,337,HN,12:15,14:15,--W----,2015-03-27 23:42:34.228390,2015-03-27 23:42:34.228390
69,338,DI,10:00,12:00,-T-----,2015-03-27 23:42:34.230361,2015-03-27 23:42:34.230361
70,338,DJ,10:00,12:00,M------,2015-03-27 23:42:34.232735,2015-03-27 23:42:34.232735
71,339,DK,10:00,12:00,--W----,2015-03-27 23:42:34.235015,2015-03-27 23:42:34.235015
72,339,DL,10:00,12:00,M------,2015-03-27 23:42:34.237165,2015-03-27 23:42:34.237165
73,339,DM,18:00,20:15,--W----,2015-03-27 23:42:34.239327,2015-03-27 23:42:34.239327
74,373,SI,15:45,18:25,---J---,2015-03-27 23:42:34.241361,2015-03-27 23:42:34.241361
