id,section_id,name,time_start,time_end,day,created_at,updated_at
290,136,EB,11:45,12:35,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
291,137,GA,10:15,11:05,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
292,138,NA,13:15,14:05,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
293,139,FA,11:45,13:35,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
294,143,CA,17:30,18:20,-T-J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
295,143,CB,17:30,18:20,-T-J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
296,144,DA,20:30,21:20,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
297,144,DB,20:30,21:20,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
298,145,NA,20:20,21:10,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
299,145,NB,13:15,14:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
300,146,WA,20:00,21:10,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
301,146,WB,13:15,14:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
302,147,CE,13:15,14:05,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
303,147,CF,13:15,14:05,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
304,147,CG,13:15,14:05,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
305,148,UA,10:15,11:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
306,148,UB,10:15,11:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
307,149,DA,14:45,15:35,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
308,149,DB,14:45,15:35,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
309,150,EI,16:15,17:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
310,150,EJ,16:15,17:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
311,151,AE,17:30,18:20,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
312,151,AF,16:30,17:20,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
313,152,GA,14:45,15:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
314,152,GB,11:45,12:35,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
315,152,GC,11:45,12:35,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
316,153,HA,14:45,15:35,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
317,153,HB,14:45,15:35,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
318,154,XA,16:15,17:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
319,154,XB,16:15,17:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
320,155,CE,13:15,14:05,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
321,156,FA,12:15,13:05,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
322,157,WA,16:15,17:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
323,157,WB,16:15,17:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
324,158,BE,17:30,18:20,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
325,158,BF,17:30,18:20,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
326,159,EA,13:15,14:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
327,159,EF,13:15,14:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
328,160,PA,20:30,21:20,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
329,160,PB,20:30,21:20,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
330,161,DA,20:30,21:20,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
331,162,NA,17:45,18:35,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
332,170,FA,20:30,21:20,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
333,170,FB,20:30,21:20,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
334,174,NA,13:15,14:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
335,191,HA,16:15,17:55,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
336,191,HB,16:15,17:55,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
337,191,HC,16:15,17:55,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
338,192,DA,20:30,22:10,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
339,192,DB,20:30,22:10,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
340,193,CE,08:45,10:25,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
341,193,CF,08:45,10:25,M-W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
342,194,QA,10:15,11:55,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
343,194,QB,18:15,19:55,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
344,195,SA,10:15,11:55,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
345,195,SB,10:15,11:55,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
346,196,UA,16:15,17:55,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
347,196,UB,16:15,17:55,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
348,196,UC,15:15,16:55,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
349,196,UD,16:15,17:55,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
350,198,GA,20:30,21:20,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
351,198,GB,20:30,21:20,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
352,199,UA,14:15,16:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
353,199,UB,14:15,16:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
354,200,HA,11:45,12:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
355,200,HB,12:45,13:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
356,201,SA,12:15,13:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
357,201,SB,13:15,14:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
358,201,SC,14:15,15:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
359,202,HA,15:45,16:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
360,202,HB,15:45,16:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
361,203,HA,14:45,15:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
362,203,HB,14:45,15:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
363,204,SA,14:45,15:35,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
364,205,SA,16:15,17:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
365,205,SB,17:45,18:35,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
366,206,SA,11:45,12:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
367,207,FA,09:15,10:05,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
368,208,SA,10:45,11:35,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
369,208,SB,10:45,11:35,---J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
370,208,SC,10:45,11:35,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
371,209,FA,11:45,12:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
372,209,FB,11:45,12:35,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
373,210,SA,18:15,19:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
374,210,SB,18:15,19:05,M------,"0000-00-00 00:00:00","0000-00-00 00:00:00"
375,211,ME,20:20,21:05,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
376,212,HA,14:45,15:35,-T-----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
377,213,NA,16:25,17:15,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
378,218,CE,15:00,16:40,-T-J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
379,218,CF,15:00,16:40,-T-J---,"0000-00-00 00:00:00","0000-00-00 00:00:00"
380,219,TA,13:15,14:55,----F--,"0000-00-00 00:00:00","0000-00-00 00:00:00"
381,220,VA,14:45,16:25,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
382,220,VB,14:45,16:25,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
383,221,JA,09:45,11:25,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
384,221,JB,10:15,11:55,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
385,215,SA,14:45,15:35,--W----,"0000-00-00 00:00:00","0000-00-00 00:00:00"
